Datum,Částka,Zpráva,Kategorie,Merchant,Month,Year
2024-10-08,-270.3,"Částka: 270,3 CZK 07.10.2024 Místo: ALBERT VAM DEKUJE C. BUDEJOVICE, Částka: 270,3 CZK 07.10.2024, Místo: ALBERT VAM DEKUJE, C. BUDEJOVICE",Potraviny,Albert Vam Dekuje C. Budejovice,2024-10,2024
2024-11-29,-643.4,"Částka: 643,4 CZK 28.11.2024 Místo: ALBERT VAM DEKUJE C. BUDEJOVICE, Částka: 643,4 CZK 28.11.2024, Místo: ALBERT VAM DEKUJE, C. BUDEJOVICE",Potraviny,Albert Vam Dekuje C. Budejovice,2024-11,2024
2024-12-16,-417.9,"Částka: 417,9 CZK 15.12.2024 Místo: ALBERT VAM DEKUJE C. BUDEJOVICE, Částka: 417,9 CZK 15.12.2024, Místo: ALBERT VAM DEKUJE, C. BUDEJOVICE",Potraviny,Albert Vam Dekuje C. Budejovice,2024-12,2024
2024-12-17,-101.5,"Částka: 101,5 CZK 16.12.2024 Místo: ALBERT VAM DEKUJE C. BUDEJOVICE, Částka: 101,5 CZK 16.12.2024, Místo: ALBERT VAM DEKUJE, C. BUDEJOVICE",Potraviny,Albert Vam Dekuje C. Budejovice,2024-12,2024
2025-03-17,-439.0,"Částka: 439 CZK 14.03.2025 Místo: ALBERT VAM DEKUJE C. BUDEJOVICE, Částka: 439 CZK 14.03.2025, Místo: ALBERT VAM DEKUJE, C. BUDEJOVICE",Potraviny,Albert Vam Dekuje C. Budejovice,2025-03,2025
2025-04-07,-33.9,"Částka: 33,9 CZK 04.04.2025 Místo: ALBERT VAM DEKUJE C. BUDEJOVICE, Částka: 33,9 CZK 04.04.2025, Místo: ALBERT VAM DEKUJE, C. BUDEJOVICE",Potraviny,Albert Vam Dekuje C. Budejovice,2025-04,2025
2025-07-07,-1320.0,"Částka: 1320 CZK 05.07.2025 Místo: ALBERT VAM DEKUJE C. Budejovice, Částka: 1320 CZK 05.07.2025, Místo: ALBERT VAM DEKUJE, C. Budejovice",Potraviny,Albert Vam Dekuje C. Budejovice,2025-07,2025
2025-07-07,-4201.5,"Částka: 4201,5 CZK 05.07.2025 Místo: ALBERT VAM DEKUJE C. Budejovice, Částka: 4201,5 CZK 05.07.2025, Místo: ALBERT VAM DEKUJE, C. Budejovice",Potraviny,Albert Vam Dekuje C. Budejovice,2025-07,2025
2025-07-14,-155.8,"Částka: 155,8 CZK 11.07.2025 Místo: ALBERT VAM DEKUJE C. BUDEJOVICE, Částka: 155,8 CZK 11.07.2025, Místo: ALBERT VAM DEKUJE, C. BUDEJOVICE",Potraviny,Albert Vam Dekuje C. Budejovice,2025-07,2025
2025-12-29,-13.9,"Částka: 13,9 CZK 27.12.2025 Místo: ALBERT VAM DEKUJE C. BUDEJOVICE, Částka: 13,9 CZK 27.12.2025, Místo: ALBERT VAM DEKUJE, C. BUDEJOVICE",Potraviny,Albert Vam Dekuje C. Budejovice,2025-12,2025
2026-01-12,-40.7,"Částka: 40,7 CZK 11.01.2026 Místo: ALBERT VAM DEKUJE C. BUDEJOVICE, Částka: 40,7 CZK 11.01.2026, Místo: ALBERT VAM DEKUJE, C. BUDEJOVICE",Potraviny,Albert Vam Dekuje C. Budejovice,2026-01,2026
2026-01-16,-29.8,"Částka: 29,8 CZK 15.01.2026 Místo: ALBERT VAM DEKUJE C. BUDEJOVICE, Částka: 29,8 CZK 15.01.2026, Místo: ALBERT VAM DEKUJE, C. BUDEJOVICE",Potraviny,Albert Vam Dekuje C. Budejovice,2026-01,2026
2026-03-10,-41.5,"Částka: 41,5 CZK 09.03.2026 Místo: ALBERT VAM DEKUJE C. BUDEJOVICE, Částka: 41,5 CZK 09.03.2026, Místo: ALBERT VAM DEKUJE, C. BUDEJOVICE",Potraviny,Albert Vam Dekuje C. Budejovice,2026-03,2026
2026-03-16,-59.8,"Částka: 59,8 CZK 15.03.2026 Místo: ALBERT VAM DEKUJE C. BUDEJOVICE, Částka: 59,8 CZK 15.03.2026, Místo: ALBERT VAM DEKUJE, C. BUDEJOVICE",Potraviny,Albert Vam Dekuje C. Budejovice,2026-03,2026
2026-03-30,-44.7,"Částka: 44,7 CZK 28.03.2026 Místo: ALBERT VAM DEKUJE C. BUDEJOVICE, Částka: 44,7 CZK 28.03.2026, Místo: ALBERT VAM DEKUJE, C. BUDEJOVICE",Potraviny,Albert Vam Dekuje C. Budejovice,2026-03,2026
2023-08-21,-583.0,"Částka: 583 CZK 18.08.2023 Místo: ALBI CESKE BUDEJOVIC CESKE BUDEJOV, Částka: 583 CZK 18.08.2023, Místo: ALBI CESKE BUDEJOVIC, CESKE BUDEJOV",Nákupy a služby,Albi Ceske Budejovic Ceske Bude,2023-08,2023
2022-08-09,-275.0,"Částka: 275 CZK 07.08.2022 Místo: ALPHA FLIGHT PRAGUE  , Částka: 275 CZK 07.08.2022, Místo: ALPHA FLIGHT, PRAGUE,",Odchozí nezatříděná,Alpha Flight Prague,2022-08,2022
2022-03-21,-191.0,"Částka: 191 CZK 18.03.2022 Místo: ASIAN WOK RESTAURACE HRDEJOVICE  , Částka: 191 CZK 18.03.2022, Místo: ASIAN WOK RESTAURACE, HRDEJOVICE,",Restaurace,Asian Wok Restaurace Hrdejovice,2022-03,2022
2022-03-07,-200.0,"Částka: 200 CZK 05.03.2022 Místo: ASIAN WORK RETAURACE CESKE BUDEJOV  , Částka: 200 CZK 05.03.2022, Místo: ASIAN WORK RETAURACE, CESKE BUDEJOV,",Restaurace,Asian Work Retaurace Ceske Bude,2022-03,2022
2023-01-27,-298.0,"Částka: 298 CZK 25.01.2023 Místo: ASKO NABYTEK SPOL SR CESKE VRBNE, Částka: 298 CZK 25.01.2023, Místo: ASKO NABYTEK SPOL SR, CESKE VRBNE",Vybavení domácnosti,Asko Nabytek Spol Sr Ceske Vrbn,2023-01,2023
2024-07-19,-1086.0,"Částka: 1086 CZK 18.07.2024 Místo: ASPERA SKLAD CESKE BUDEJ., Částka: 1086 CZK 18.07.2024, Místo: ASPERA SKLAD, CESKE BUDEJ.",Odchozí nezatříděná,Aspera Sklad Ceske Budej.,2024-07,2024
2022-04-19,-20000.0,"Částka: 20000 CZK 15.04.2022 Místo: ATM C.BUDEJOVICE CESKE BUDEJOV  , Částka: 20000 CZK 15.04.2022, Místo: ATM C.BUDEJOVICE, CESKE BUDEJOV,",Výběr z bankomatu,Atm C.Budejovice Ceske Budejov,2022-04,2022
2022-04-19,-30000.0,"Částka: 30000 CZK 15.04.2022 Místo: ATM C.BUDEJOVICE CESKE BUDEJOV  , Částka: 30000 CZK 15.04.2022, Místo: ATM C.BUDEJOVICE, CESKE BUDEJOV,",Výběr z bankomatu,Atm C.Budejovice Ceske Budejov,2022-04,2022
2023-01-02,-8000.0,"Částka: 8000 CZK 30.12.2022 Místo: ATM C.BUDEJOVICE CESKE BUDEJOV, Částka: 8000 CZK 30.12.2022, Místo: ATM C.BUDEJOVICE, CESKE BUDEJOV",Výběr z bankomatu,Atm C.Budejovice Ceske Budejov,2023-01,2023
2023-02-21,-10000.0,"Částka: 10000 CZK 20.02.2023 Místo: ATM C.BUDEJOVICE CESKE BUDEJOV, Částka: 10000 CZK 20.02.2023, Místo: ATM C.BUDEJOVICE, CESKE BUDEJOV",Výběr z bankomatu,Atm C.Budejovice Ceske Budejov,2023-02,2023
2026-03-23,-4000.0,"Částka: 4000 CZK 20.03.2026 Místo: ATM S6CZ0402 CESKE BUDEJOV, Částka: 4000 CZK 20.03.2026, Místo: ATM S6CZ0402, CESKE BUDEJOV",Výběr z bankomatu,Atm S6Cz0402 Ceske Budejov,2026-03,2026
2023-04-05,-1272.72,"Částka: 1272,72 CZK 03.04.2023 Místo: AUTOMA Car C. Budejovice, Částka: 1272,72 CZK 03.04.2023, Místo: AUTOMA Car, C. Budejovice",Auto,Automa Car C. Budejovice,2023-04,2023
2024-04-08,-25.0,"Částka: 25 CZK 05.04.2024 Místo: AUTOMAT S KAVOU3 C. BUDEJOVICE, Částka: 25 CZK 05.04.2024, Místo: AUTOMAT S KAVOU3, C. BUDEJOVICE",Restaurace,Automat S Kavou3 C. Budejovice,2024-04,2024
2023-02-17,-188.0,"Částka: 188 CZK 15.02.2023 Místo: Bageterie Boulevard Ceske Budejov, Částka: 188 CZK 15.02.2023, Místo: Bageterie Boulevard, Ceske Budejov",Restaurace,Bageterie Boulevard Ceske Budej,2023-02,2023
2022-10-11,-2514.6,"Částka: 2514,6 CZK 09.10.2022 Místo: BAMBULE OLYMPIA BRNO BRNO  , Částka: 2514,6 CZK 09.10.2022, Místo: BAMBULE OLYMPIA BRNO, BRNO,",Nákupy a služby,Bambule Olympia Brno Brno,2022-10,2022
2023-03-28,-110.0,"Částka: 110 CZK 26.03.2023 Místo: BAR BROUKARNA CESKE BUDEJOV, Částka: 110 CZK 26.03.2023, Místo: BAR BROUKARNA, CESKE BUDEJOV",Restaurace,Bar Broukarna Ceske Budejov,2023-03,2023
2024-04-23,-125.0,"Částka: 125 CZK 21.04.2024 Místo: Bar Broukarna Ceske Budejov, Částka: 125 CZK 21.04.2024, Místo: Bar Broukarna, Ceske Budejov",Restaurace,Bar Broukarna Ceske Budejov,2024-04,2024
2024-04-23,-66.0,"Částka: 66 CZK 21.04.2024 Místo: BAR BROUKARNA CESKE BUDEJOV, Částka: 66 CZK 21.04.2024, Místo: BAR BROUKARNA, CESKE BUDEJOV",Restaurace,Bar Broukarna Ceske Budejov,2024-04,2024
2024-05-13,-170.0,"Částka: 170 CZK 11.05.2024 Místo: BAR BROUKARNA CESKE BUDEJOV, Částka: 170 CZK 11.05.2024, Místo: BAR BROUKARNA, CESKE BUDEJOV",Restaurace,Bar Broukarna Ceske Budejov,2024-05,2024
2024-05-13,-100.0,"Částka: 100 CZK 11.05.2024 Místo: BAR BROUKARNA CESKE BUDEJOV, Částka: 100 CZK 11.05.2024, Místo: BAR BROUKARNA, CESKE BUDEJOV",Restaurace,Bar Broukarna Ceske Budejov,2024-05,2024
2024-05-13,-255.0,"Částka: 255 CZK 11.05.2024 Místo: Bar Broukarna Ceske Budejov, Částka: 255 CZK 11.05.2024, Místo: Bar Broukarna, Ceske Budejov",Restaurace,Bar Broukarna Ceske Budejov,2024-05,2024
2024-05-13,-100.0,"Částka: 100 CZK 11.05.2024 Místo: Bar Broukarna Ceske Budejov, Částka: 100 CZK 11.05.2024, Místo: Bar Broukarna, Ceske Budejov",Restaurace,Bar Broukarna Ceske Budejov,2024-05,2024
2024-05-13,-255.0,"Částka: 255 CZK 11.05.2024 Místo: Bar Broukarna Ceske Budejov, Částka: 255 CZK 11.05.2024, Místo: Bar Broukarna, Ceske Budejov",Restaurace,Bar Broukarna Ceske Budejov,2024-05,2024
2024-05-13,-200.0,"Částka: 200 CZK 11.05.2024 Místo: Bar Broukarna Ceske Budejov, Částka: 200 CZK 11.05.2024, Místo: Bar Broukarna, Ceske Budejov",Restaurace,Bar Broukarna Ceske Budejov,2024-05,2024
2024-07-09,-50.0,"Částka: 50 CZK 07.07.2024 Místo: BAR BROUKARNA CESKE BUDEJOV, Částka: 50 CZK 07.07.2024, Místo: BAR BROUKARNA, CESKE BUDEJOV",Restaurace,Bar Broukarna Ceske Budejov,2024-07,2024
2024-07-09,-441.0,"Částka: 441 CZK 07.07.2024 Místo: BAR BROUKARNA CESKE BUDEJOV, Částka: 441 CZK 07.07.2024, Místo: BAR BROUKARNA, CESKE BUDEJOV",Restaurace,Bar Broukarna Ceske Budejov,2024-07,2024
2024-07-09,-210.0,"Částka: 210 CZK 07.07.2024 Místo: Bar Broukarna Ceske Budejov, Částka: 210 CZK 07.07.2024, Místo: Bar Broukarna, Ceske Budejov",Restaurace,Bar Broukarna Ceske Budejov,2024-07,2024
2024-07-09,-386.0,"Částka: 386 CZK 07.07.2024 Místo: Bar Broukarna Ceske Budejov, Částka: 386 CZK 07.07.2024, Místo: Bar Broukarna, Ceske Budejov",Restaurace,Bar Broukarna Ceske Budejov,2024-07,2024
2024-07-10,-370.0,"Částka: 370 CZK 07.07.2024 Místo: BAR BROUKARNA CESKE BUDEJOV, Částka: 370 CZK 07.07.2024, Místo: BAR BROUKARNA, CESKE BUDEJOV",Restaurace,Bar Broukarna Ceske Budejov,2024-07,2024
2024-07-10,-210.0,"Částka: 210 CZK 07.07.2024 Místo: BAR BROUKARNA CESKE BUDEJOV, Částka: 210 CZK 07.07.2024, Místo: BAR BROUKARNA, CESKE BUDEJOV",Restaurace,Bar Broukarna Ceske Budejov,2024-07,2024
2025-03-24,-50.0,"Částka: 50 CZK 22.03.2025 Místo: BAR BROUKARNA CESKE BUDEJOV, Částka: 50 CZK 22.03.2025, Místo: BAR BROUKARNA, CESKE BUDEJOV",Restaurace,Bar Broukarna Ceske Budejov,2025-03,2025
2025-03-24,-85.0,"Částka: 85 CZK 22.03.2025 Místo: Bar Broukarna Ceske Budejov, Částka: 85 CZK 22.03.2025, Místo: Bar Broukarna, Ceske Budejov",Restaurace,Bar Broukarna Ceske Budejov,2025-03,2025
2025-03-25,-291.0,"Částka: 291 CZK 23.03.2025 Místo: BAR BROUKARNA CESKE BUDEJOV, Částka: 291 CZK 23.03.2025, Místo: BAR BROUKARNA, CESKE BUDEJOV",Restaurace,Bar Broukarna Ceske Budejov,2025-03,2025
2025-03-25,-413.0,"Částka: 413 CZK 23.03.2025 Místo: Bar Broukarna Ceske Budejov, Částka: 413 CZK 23.03.2025, Místo: Bar Broukarna, Ceske Budejov",Restaurace,Bar Broukarna Ceske Budejov,2025-03,2025
2025-03-25,-310.0,"Částka: 310 CZK 23.03.2025 Místo: Bar Broukarna Ceske Budejov, Částka: 310 CZK 23.03.2025, Místo: Bar Broukarna, Ceske Budejov",Restaurace,Bar Broukarna Ceske Budejov,2025-03,2025
2025-03-25,-85.0,"Částka: 85 CZK 23.03.2025 Místo: Bar Broukarna Ceske Budejov, Částka: 85 CZK 23.03.2025, Místo: Bar Broukarna, Ceske Budejov",Restaurace,Bar Broukarna Ceske Budejov,2025-03,2025
2025-03-25,-200.0,"Částka: 200 CZK 23.03.2025 Místo: Bar Broukarna Ceske Budejov, Částka: 200 CZK 23.03.2025, Místo: Bar Broukarna, Ceske Budejov",Restaurace,Bar Broukarna Ceske Budejov,2025-03,2025
2025-03-25,-60.0,"Částka: 60 CZK 22.03.2025 Místo: BAR BROUKARNA CESKE BUDEJOV, Částka: 60 CZK 22.03.2025, Místo: BAR BROUKARNA, CESKE BUDEJOV",Restaurace,Bar Broukarna Ceske Budejov,2025-03,2025
2022-03-14,-1500.0,"Částka: 1500 CZK 12.03.2022 Místo: BAR ZLUTA PONORKA C. BUDEJOVICE  , Částka: 1500 CZK 12.03.2022, Místo: BAR ZLUTA PONORKA, C. BUDEJOVICE,",Restaurace,Bar Zluta Ponorka C. Budejovice,2022-03,2022
2022-03-21,-236.0,"Částka: 236 CZK 19.03.2022 Místo: BAR ZLUTA PONORKA C. BUDEJOVICE  , Částka: 236 CZK 19.03.2022, Místo: BAR ZLUTA PONORKA, C. BUDEJOVICE,",Restaurace,Bar Zluta Ponorka C. Budejovice,2022-03,2022
2023-03-27,-600.0,"Částka: 600 CZK 24.03.2023 Místo: BAR ZLUTA PONORKA C. BUDEJOVICE, Částka: 600 CZK 24.03.2023, Místo: BAR ZLUTA PONORKA, C. BUDEJOVICE",Restaurace,Bar Zluta Ponorka C. Budejovice,2023-03,2023
2023-11-27,-1489.0,"Částka: 1489 CZK 23.11.2023 Místo: BAUHAUS k.s. 887 Ceske Budejov, Částka: 1489 CZK 23.11.2023, Místo: BAUHAUS k.s. 887, Ceske Budejov",Vybavení domácnosti,Bauhaus K.S. 887 Ceske Budejov,2023-11,2023
2024-04-08,-289.0,"Částka: 289 CZK 05.04.2024 Místo: BAUHAUS k.s. 887 Ceske Budejov, Částka: 289 CZK 05.04.2024, Místo: BAUHAUS k.s. 887, Ceske Budejov",Vybavení domácnosti,Bauhaus K.S. 887 Ceske Budejov,2024-04,2024
2024-04-08,-1248.0,"Částka: 1248 CZK 04.04.2024 Místo: BAUHAUS k.s. 887 Ceske Budejov, Částka: 1248 CZK 04.04.2024, Místo: BAUHAUS k.s. 887, Ceske Budejov",Vybavení domácnosti,Bauhaus K.S. 887 Ceske Budejov,2024-04,2024
2025-01-27,-516.0,"Částka: 516 CZK 24.01.2025 Místo: BAUHAUS k.s. 887 Ceske Budejov, Částka: 516 CZK 24.01.2025, Místo: BAUHAUS k.s. 887, Ceske Budejov",Vybavení domácnosti,Bauhaus K.S. 887 Ceske Budejov,2025-01,2025
2025-03-24,-2280.0,"Částka: 2280 CZK 20.03.2025 Místo: BAUHAUS k.s. 887 Ceske Budejov, Částka: 2280 CZK 20.03.2025, Místo: BAUHAUS k.s. 887, Ceske Budejov",Vybavení domácnosti,Bauhaus K.S. 887 Ceske Budejov,2025-03,2025
2025-07-14,-129.0,"Částka: 129 CZK 11.07.2025 Místo: BAUHAUS k.s. 887 Ceske Budejov, Částka: 129 CZK 11.07.2025, Místo: BAUHAUS k.s. 887, Ceske Budejov",Vybavení domácnosti,Bauhaus K.S. 887 Ceske Budejov,2025-07,2025
2025-07-14,-3647.0,"Částka: 3647 CZK 11.07.2025 Místo: BAUHAUS k.s. 887 Ceske Budejov, Částka: 3647 CZK 11.07.2025, Místo: BAUHAUS k.s. 887, Ceske Budejov",Vybavení domácnosti,Bauhaus K.S. 887 Ceske Budejov,2025-07,2025
2022-09-19,-104.0,"Částka: 104 CZK 17.09.2022 Místo: BEJBY CAFE C. BUDEJOVICE  , Částka: 104 CZK 17.09.2022, Místo: BEJBY CAFE, C. BUDEJOVICE,",Restaurace,Bejby Cafe C. Budejovice,2022-09,2022
2024-09-16,-189.0,"Částka: 189 CZK 13.09.2024 Místo: BENU Lekarna 276 Ceske Budejov, Částka: 189 CZK 13.09.2024, Místo: BENU Lekarna 276, Ceske Budejov",Zdraví,Benu Lekarna 276 Ceske Budejov,2024-09,2024
2022-01-10,-1703.9,"Částka: 1703,9 CZK 08.01.2022 Místo: BENZINA CS 0167 HLUBOKA N/V  , Částka: 1703,9 CZK 08.01.2022, Místo: BENZINA CS 0167, HLUBOKA N/V,",Tankování,Benzina,2022-01,2022
2022-01-24,-146.0,"Částka: 146 CZK 21.01.2022 Místo: BENZINA CS 0185 C. BUDEJOVICE  , Částka: 146 CZK 21.01.2022, Místo: BENZINA CS 0185, C. BUDEJOVICE,",Tankování,Benzina,2022-01,2022
2022-03-16,-100.0,"Částka: 100 CZK 14.03.2022 Místo: BENZINA CS 0169 C. BUDEJOVICE  , Částka: 100 CZK 14.03.2022, Místo: BENZINA CS 0169, C. BUDEJOVICE,",Tankování,Benzina,2022-03,2022
2022-04-07,-119.0,"Částka: 119 CZK 05.04.2022 Místo: BENZINA CS 161 C.BUDEJOVICE  , Částka: 119 CZK 05.04.2022, Místo: BENZINA CS 161, C.BUDEJOVICE,",Tankování,Benzina,2022-04,2022
2022-04-07,-213.0,"Částka: 213 CZK 05.04.2022 Místo: BENZINA CS 161 C.BUDEJOVICE  , Částka: 213 CZK 05.04.2022, Místo: BENZINA CS 161, C.BUDEJOVICE,",Tankování,Benzina,2022-04,2022
2022-04-11,-423.0,"Částka: 423 CZK 08.04.2022 Místo: BENZINA CS 0185 C. BUDEJOVICE  , Částka: 423 CZK 08.04.2022, Místo: BENZINA CS 0185, C. BUDEJOVICE,",Tankování,Benzina,2022-04,2022
2022-04-27,-149.0,"Částka: 149 CZK 25.04.2022 Místo: BENZINA CS 0169 C. BUDEJOVICE  , Částka: 149 CZK 25.04.2022, Místo: BENZINA CS 0169, C. BUDEJOVICE,",Tankování,Benzina,2022-04,2022
2022-05-02,-49.0,"Částka: 49 CZK 30.04.2022 Místo: BENZINA CS 0167 HLUBOKA N/V  , Částka: 49 CZK 30.04.2022, Místo: BENZINA CS 0167, HLUBOKA N/V,",Tankování,Benzina,2022-05,2022
2022-06-24,-553.0,"Částka: 553 CZK 22.06.2022 Místo: BENZINA CS 161 C.BUDEJOVICE  , Částka: 553 CZK 22.06.2022, Místo: BENZINA CS 161, C.BUDEJOVICE,",Tankování,Benzina,2022-06,2022
2022-07-11,-210.0,"Částka: 210 CZK 08.07.2022 Místo: BENZINA CS 0169 C. BUDEJOVICE  , Částka: 210 CZK 08.07.2022, Místo: BENZINA CS 0169, C. BUDEJOVICE,",Tankování,Benzina,2022-07,2022
2022-07-11,-191.0,"Částka: 191 CZK 07.07.2022 Místo: BENZINA CS 0169 C. BUDEJOVICE  , Částka: 191 CZK 07.07.2022, Místo: BENZINA CS 0169, C. BUDEJOVICE,",Tankování,Benzina,2022-07,2022
2022-07-25,-1478.3,"Částka: 1478,3 CZK 21.07.2022 Místo: BENZINA CS 0185 C. BUDEJOVICE  , Částka: 1478,3 CZK 21.07.2022, Místo: BENZINA CS 0185, C. BUDEJOVICE,",Tankování,Benzina,2022-07,2022
2022-08-03,-782.0,"Částka: 782 CZK 01.08.2022 Místo: BENZINA CS 0163 CESKY KRUMLOV  , Částka: 782 CZK 01.08.2022, Místo: BENZINA CS 0163, CESKY KRUMLOV,",Tankování,Benzina,2022-08,2022
2022-08-08,-1000.6,"Částka: 1000,6 CZK 04.08.2022 Místo: BENZINA CS 0169 C. BUDEJOVICE  , Částka: 1000,6 CZK 04.08.2022, Místo: BENZINA CS 0169, C. BUDEJOVICE,",Tankování,Benzina,2022-08,2022
2022-08-09,-512.0,"Částka: 512 CZK 07.08.2022 Místo: BENZINA CS 0198 MILICIN  , Částka: 512 CZK 07.08.2022, Místo: BENZINA CS 0198, MILICIN,",Tankování,Benzina,2022-08,2022
2022-08-16,-2000.0,"Částka: 2000 CZK 15.08.2022 Místo: BENZINA CS 166 - C. B CESKE BUDEJOV  , Částka: 2000 CZK 15.08.2022, Místo: BENZINA CS 166 - C. B, CESKE BUDEJOV,",Tankování,Benzina,2022-08,2022
2022-08-29,-48.0,"Částka: 48 CZK 26.08.2022 Místo: BENZINA CS 0327 LIBECHOV  , Částka: 48 CZK 26.08.2022, Místo: BENZINA CS 0327, LIBECHOV,",Tankování,Benzina,2022-08,2022
2022-09-07,-133.0,"Částka: 133 CZK 05.09.2022 Místo: BENZINA CS 0179 TRHOVE SVINY  , Částka: 133 CZK 05.09.2022, Místo: BENZINA CS 0179, TRHOVE SVINY,",Tankování,Benzina,2022-09,2022
2022-09-07,-184.0,"Částka: 184 CZK 05.09.2022 Místo: BENZINA CS 0179 TRHOVE SVINY  , Částka: 184 CZK 05.09.2022, Místo: BENZINA CS 0179, TRHOVE SVINY,",Tankování,Benzina,2022-09,2022
2022-09-07,-274.0,"Částka: 274 CZK 05.09.2022 Místo: BENZINA CS 0179 TRHOVE SVINY  , Částka: 274 CZK 05.09.2022, Místo: BENZINA CS 0179, TRHOVE SVINY,",Tankování,Benzina,2022-09,2022
2022-12-06,-1000.8,"Částka: 1000,8 CZK 05.12.2022 Místo: BENZINA CS 0185 C. BUDEJOVICE, Částka: 1000,8 CZK 05.12.2022, Místo: BENZINA CS 0185, C. BUDEJOVICE",Tankování,Benzina,2022-12,2022
2023-01-02,-181.0,"Částka: 181 CZK 30.12.2022 Místo: BENZINA CS 0185 C. BUDEJOVICE, Částka: 181 CZK 30.12.2022, Místo: BENZINA CS 0185, C. BUDEJOVICE",Tankování,Benzina,2023-01,2023
2023-01-16,-833.0,"Částka: 833 CZK 14.01.2023 Místo: BENZINA CS 0169 C. BUDEJOVICE, Částka: 833 CZK 14.01.2023, Místo: BENZINA CS 0169, C. BUDEJOVICE",Tankování,Benzina,2023-01,2023
2023-02-23,-329.0,"Částka: 329 CZK 21.02.2023 Místo: BENZINA CS 0169 C. BUDEJOVICE, Částka: 329 CZK 21.02.2023, Místo: BENZINA CS 0169, C. BUDEJOVICE",Tankování,Benzina,2023-02,2023
2023-02-23,-3000.5,"Částka: 3000,5 CZK 21.02.2023 Místo: BENZINA CS 0169 C. BUDEJOVICE, Částka: 3000,5 CZK 21.02.2023, Místo: BENZINA CS 0169, C. BUDEJOVICE",Tankování,Benzina,2023-02,2023
2023-03-02,-278.0,"Částka: 278 CZK 28.02.2023 Místo: BENZINA CS 0185 C. BUDEJOVICE, Částka: 278 CZK 28.02.2023, Místo: BENZINA CS 0185, C. BUDEJOVICE",Tankování,Benzina,2023-03,2023
2023-03-03,-1000.2,"Částka: 1000,2 CZK 01.03.2023 Místo: BENZINA CS 0169 C. BUDEJOVICE, Částka: 1000,2 CZK 01.03.2023, Místo: BENZINA CS 0169, C. BUDEJOVICE",Tankování,Benzina,2023-03,2023
2023-03-14,-138.0,"Částka: 138 CZK 13.03.2023 Místo: BENZINA CS 0185 C. BUDEJOVICE, Částka: 138 CZK 13.03.2023, Místo: BENZINA CS 0185, C. BUDEJOVICE",Tankování,Benzina,2023-03,2023
2023-03-20,-249.0,"Částka: 249 CZK 17.03.2023 Místo: BENZINA CS 0167 HLUBOKA N/V, Částka: 249 CZK 17.03.2023, Místo: BENZINA CS 0167, HLUBOKA N/V",Tankování,Benzina,2023-03,2023
2023-04-06,-190.0,"Částka: 190 CZK 04.04.2023 Místo: BENZINA CS 0185 C. BUDEJOVICE, Částka: 190 CZK 04.04.2023, Místo: BENZINA CS 0185, C. BUDEJOVICE",Tankování,Benzina,2023-04,2023
2023-04-11,-1697.4,"Částka: 1697,4 CZK 06.04.2023 Místo: BENZINA CS 0169 C. BUDEJOVICE, Částka: 1697,4 CZK 06.04.2023, Místo: BENZINA CS 0169, C. BUDEJOVICE",Tankování,Benzina,2023-04,2023
2023-04-17,-1000.0,"Částka: 1000 CZK 13.04.2023 Místo: BENZINA CS 0185 C. BUDEJOVICE, Částka: 1000 CZK 13.04.2023, Místo: BENZINA CS 0185, C. BUDEJOVICE",Tankování,Benzina,2023-04,2023
2023-04-17,-217.0,"Částka: 217 CZK 13.04.2023 Místo: BENZINA CS 0185 C. BUDEJOVICE, Částka: 217 CZK 13.04.2023, Místo: BENZINA CS 0185, C. BUDEJOVICE",Tankování,Benzina,2023-04,2023
2023-05-02,-500.0,"Částka: 500 CZK 28.04.2023 Místo: BENZINA CS 166 - C. B CESKE BUDEJOV, Částka: 500 CZK 28.04.2023, Místo: BENZINA CS 166 - C. B, CESKE BUDEJOV",Tankování,Benzina,2023-05,2023
2023-06-27,-98.0,"Částka: 98 CZK 26.06.2023 Místo: BENZINA CS 0169 C. BUDEJOVICE, Částka: 98 CZK 26.06.2023, Místo: BENZINA CS 0169, C. BUDEJOVICE",Tankování,Benzina,2023-06,2023
2023-07-10,-190.0,"Částka: 190 CZK 07.07.2023 Místo: BENZINA CS 0167 HLUBOKA N/V, Částka: 190 CZK 07.07.2023, Místo: BENZINA CS 0167, HLUBOKA N/V",Tankování,Benzina,2023-07,2023
2023-08-08,-1006.1,"Částka: 1006,1 CZK 06.08.2023 Místo: BENZINA CS 0167 HLUBOKA N/V, Částka: 1006,1 CZK 06.08.2023, Místo: BENZINA CS 0167, HLUBOKA N/V",Tankování,Benzina,2023-08,2023
2023-08-08,-558.0,"Částka: 558 CZK 06.08.2023 Místo: BENZINA CS 0167 HLUBOKA N/V, Částka: 558 CZK 06.08.2023, Místo: BENZINA CS 0167, HLUBOKA N/V",Tankování,Benzina,2023-08,2023
2023-11-29,-2000.0,"Částka: 2000 CZK 28.11.2023 Místo: BENZINA CS 0185 C. BUDEJOVICE, Částka: 2000 CZK 28.11.2023, Místo: BENZINA CS 0185, C. BUDEJOVICE",Tankování,Benzina,2023-11,2023
2025-06-27,-248.0,"Částka: 248 CZK 25.06.2025 Místo: BESTERCZ MAS*LIBERSKE CESKE BUDEJOV, Částka: 248 CZK 25.06.2025, Místo: BESTERCZ MAS*LIBERSKE, CESKE BUDEJOV",Odchozí nezatříděná,Bestercz Mas_Liberske Ceske Bud,2025-06,2025
